ad_id,list_id,subject,price,price_string,size,area_name,ward_name,location,body,date
175265791,131687209,TRỌ 1 NỮ /Phòng. Không ở ghép tại K66 Ông Ích Khiêm,3000000,3 triệu/tháng,10,Quận Hải Châu,Phường Thanh Bình,"16.0755982,108.2132072","Dự án: 
Thông tin chi tiết: Phòng chỉ cho thuê 1 nữ, không ở ghép, bếp dùng chung, 2 nvs ( có người dọn dẹp khu vực chung 2 tuần / lần), máy giặt chung 
Có tổng 3 phòng, hiện còn 2 phòng trống.",13 giờ trước
175620859,131992717,phòng trọ Ngã Ba Huế,2100000,"2,1 triệu/tháng",18,Quận Thanh Khê,Phường An Khê,"16.0494196,108.1854536","Dự án: 
Thông tin chi tiết: Phòng ở 1 người. Phòng sạch sẽ, thoáng mát. Có chỗ để xe, camera an ninh. Wifi miễn phí. Giờ giấc tự do thoải mái. Không chung chủ",14 giờ trước
175758152,132110101,Có phòng trọ cho thuê dọn vào ở ngay 15/5 sát sông hàn,3000000,3 triệu/tháng,25,Quận Sơn Trà,Phường Nại Hiên Đông,"16.09303,108.22769","Còn phòng trọ cho thuê,phòng mới sạch sẽ thoáng mát view đẹp, điều hoà mớ inverter, tắm nóng lạnh, free wifi dọn vệ sinh, giờ tự do, điện 3,5k, nước 6,5k/ số, lh zalo ***",17 giờ trước
175371342,131779125,"CHO THUÊ PHÒNG MỚI XÂY KHU VỰC NGŨ HÀNH SƠN GẦN  LÀNG ĐH FPT, GIÁ 2TR",2000000,2 triệu/tháng,25,Quận Ngũ Hành Sơn,Phường Hoà Hải,"15.986558,108.2674092","CHO THUÊ PHÒNG MỚI XÂY KHU VỰC NGŨ HÀNH SƠN, GIÁ 2TR - 2TR5

- Vị trí: Đường Huỳnh Văn Nghệ, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng.

+) Gần các trường học như FPT Software Academy, Đại học Mỹ tại Việt Nam  (AUV) , Việt - Hàn, Y Dược.., Trường mầm non Thế giới toàn cầu.
+) Khu vực yên tĩnh, không khí trong lành

- Tiện Ích xung quanh:
+) Gần chợ, các siêu thị tiện ích xung quanh
+) Gần các trung tâm đào tạo và trường học.
+) Dễ dàng di chuyển đến các khu vực lân cận và các tiện ích khác",19 giờ trước
176076574,132384212,Cho thuê trọ 40m2 giá 2tr/tháng,2000000,2 triệu/tháng,40,Quận Ngũ Hành Sơn,Phường Khuê Mỹ,"16.0152713,108.2555307","O͟9͟4͟8͟.O͟1͟.3͟O͟O͟O͟Cần cho thuê trọ đường Sơn Thủy Đông 1
Trọ 40m2 phía sau có vườn rau rộng
Có gác lửng
Phù hợp ở gia đình
Giá 2tr/tháng
Cọc 1 thanh toán 6
Điện nước theo giá nhà nước
Lối đi riêng biệt, xe để trong nhà vô tư
Xem nhà",19 giờ trước
176074534,132381628,"Cho thuê phòng ở, tầng 2, mặt tiền Hoàng Hoa thám, T.khê, Đà nẵng",4000000,4 triệu/tháng,25,Quận Thanh Khê,Phường Tân Chính,"16.0699425,108.2103213","Cho thuê phòng ở (23-25) m2, tầng 2, nhà mặt tiền Hoàng Hoa Thám; với Nam, độc thân, là CBNV, sinh viên...  Tối đa 02 người. Nội thất trống. 4 tr.đ/ tháng; Cọc (01-02) tháng, theo thời gian thuê; Thanh toán 03 tháng. LH: ĐT/ Zalo: ***.",21 giờ trước
172979262,129718363,"Phòng trọ cao cấp, Thang Máy K78/2B Lê Thanh Nghị",3400000,"3,4 triệu/tháng",28,Quận Hải Châu,Phường Hòa Cường Bắc,"16.0445693,108.2172955","Cơ sở 1: K72/12 Lê Cơ
Cơ sở 2: K78/2B Lê Thanh Nghị
Cơ sở 3: K146/11 Ỷ Lan Nguyên Phi
Ba cơ sở cách nhau 400m. 
Vị trí trung tâm thành phố gần Chợ Đầu Mối, Chợ Hòa Cường, Chợ Nguyễn Tri Phương, gần trường ĐH Đông Á, ĐH Kiến Trúc, ĐH Ngoại Ngữ, ĐH Duy Tân , CĐ Bách Khoa,CĐ Phương Đông v..v.. 
Đường kiệt ô tô vô đến cổng nhà
++++++++Phòng được trang bị
# Điều Hòa
# Máy tắm nước nóng
# THANG MÁY (cs2 và cs3)
# BÃI ĐỂ XE rộng rãi + Camera an ninh + ra vào vân tay  24/7
# Toilet và sân phơi cá nhân khép kín trong phòng.
# Đồng hồ điện và nước riêng biệt
# Hệ thống PCCC đảm bảo theo quy định.
++++++ Tiện ích đặc biệt
# Wifi 6 siêu mạnh 
# Hỗ trợ giặt free và giặt + sấy 7k/kg đối với nội bộ
# Trang bị nguồn điện dự phòng trong trường hợp mất điện",21 giờ trước
175848635,132187325,cho thuê phòng,4500000,"4,5 triệu/tháng",25,Quận Thanh Khê,Phường Vĩnh Trung,"16.0600634,108.2135488","Dự án: 
Thông tin chi tiết: Cho thuê phòng cao cập nội thất, gần cho bigC, bệnh viện, trươgf đaik hịc cũng, nô ở yên tĩnh , an ninh toits
phòng 3,500,000  cũng có .",23 giờ trước
176025067,132339053,"Cho thuê phòng trọ tại 183/19 Tô Hiệu, Hòa Minh, Đà Nẵng",1200000,"1,2 triệu/tháng",20,Quận Liên Chiểu,Phường Hòa Minh,"16.0657336,108.1695504","Cho thuê phòng trọ tại 183/19 Tô Hiệu Đà Nẵng, thích hợp ở 1 người, khu vực yên tĩnh, an ninh dân trí cao, điện nước tính theo giá nhà nước nên rất phải chăng.",hôm qua
176060634,132369665,TÌM BẠN NỮ Ở GHÉP TRỌ GẦN FPT,3000000,3 triệu/tháng,25,Quận Ngũ Hành Sơn,Phường Hoà Hải,"15.9756771,108.2546369","Dự án: 
Thông tin chi tiết: Mình là nữ, cần tìm 1 bạn ở ghép vào đầu tháng 6.
- Phòng 3tr chia 2 
- Gần FPT, đh Việt Hàn, trường Việt Mỹ
- Đầy đủ nội thất: máy lạnh, tủ lạnh, máy giặt,…
Ưu tiên các bạn đã đi làm, gọn gàng và sạch sẽ nhé.
Liên hệ zalo: ***",hôm qua
164730514,122592431,Căn hộ dịch vụ mini apartment Hòa Xuân Cẩm Lệ,3000000,3 triệu/tháng,25,Quận Cẩm Lệ,Phường Hòa Xuân,"16.0083783,108.2183847","Trực tiếp đến ***
- Giá 3.000.000 phòng 1 người, 3.500.000 phòng 2 người.
- Căn hộ dịch vụ mini đầy đủ tiện nghi (giường, tủ quần áo, điều hòa, hệ thống nóng lạnh mặt trời, nhà giữ xe, camera, khu giặt đồ và phơi đồ,... ).
- Thanh toán linh động theo từng tháng.
- Gần các tiện ích như Vinmart, chợ, công viên,...
- Khu vực dân trí và an ninh cao, giờ giấc tự do.
- ***",hôm qua
176052325,132362573,cần tìm bạn nữ thuê phòng ngay trung tâm thành phố đường Hoàng Diệu,2750000,"2,75 triệu/tháng",20,Quận Hải Châu,Phường Hải Châu  I,"16.0710885,108.2214415","Dự án: 
Thông tin chi tiết: có sẵn máy lạnh trong phòng, có tủ lạnh, máy giặt và bếp, đầy đủ tiện nghi
không chung chủ, giờ giấc tự do, khi vực an ninh, gần chợ và các trường đại học
Giá thuê: 2tr750 có thể hỗ trợ giá 2tr500 nếu ở 1 người
Tiền điện + nước giá dân, rẻ (chia đầu người, trung bình 100k-130k/ng)
Tiền wifi: 190k/ tháng (chia số người ở)
Tiền rác: 25k/ tháng (chia số người ở)",hôm qua
176005836,132322566,căn hộ mini vừa túi tiền đường Tạ Hiện 25m2 gần chợ Hoà Cường,3800000,"3,8 triệu/tháng",25,Quận Hải Châu,Phường Hòa Cường Bắc,"16.0422387,108.2182683","Dự án: 
Thông tin chi tiết: Căn hộ mini vừa túi tiền rộng 25m2 đường Tạ Hiện gần chợ Hoà Cường, gần đường Lê Thanh Nghị, 30/4 và gần các trường học, sân bay, siêu thị , bệnh viện
Điện có đồng hồ riêng 3500₫/kwh
Nước 50k/ người
Wifi miễn phí, ko phụ thu
Giờ giấc tự do
Liên hệ trực tiếp chủ nhà theo số đt người đăng hoặc lh số đt ***
Ko tiếp trung gian, hình ảnh đúng thực tế 100%",hôm qua
176043212,132358155,Nhà trọ cổng riêng biệt ngay cầu vượt,2500000,"2,5 triệu/tháng",25,Quận Liên Chiểu,Phường Hòa Minh,"16.0661866,108.169521","Phòng trọ còn trống mới sơn sửa, chống thấm bài bản

- Vị trí: Kiệt đường Bàu Năng 11; ngay cầu vượt Ngã 3 Huế
- Cổng riêng biệt, giờ giấc tự do
- Điện, nước theo nhà dùng

LH xem phòng theo SDT trên tin đăng
cảm ơn!",hôm qua
174087652,130683785,Phòng trọ 3 sao mới xây tiện nghi Nguyễn Duy Trinh,2500000,"2,5 triệu/tháng",20,Quận Ngũ Hành Sơn,Phường Hoà Hải,"15.986558,108.2674092","Cho thuê phòng trọ lầu đúc 4 tầng mới xây giá từ 2tr- 3tr/tháng (thay đổi tùy vào vị trí của phòng như mặt tiền, mặt sau, lầu 1, lầu 4,…nhưng chất lượng phòng vẫn không đổi). Có đầy đủ giường, quạt, điều hòa,máy giặt (100.000/tháng), WC riêng trong phòng sạch sẽ kín đáo như khách sạn, có chỗ nấu ăn,bếp,  bồn rửa chén, máy nước nóng, sân thượng phơi đồ thoáng mát,... wifi cáp miễn phí, có chỗ để xe trong nhà an toàn, có camera an ninh. Phòng được thiết kế thoáng mát, yên tĩnh, sạch sẽ, lối đi riêng không chung chủ, được tự do nấu ăn. Vị trí thuận lợi, yên tĩnh, gần trung tâm đà nẵng, gần chợ Non nước, gần biển, gần khu du lịch núi Ngũ Hành Sơn, các trường đại học lớn, khu FPT, resort 5 sao. Giờ giấc tự do. 
Bạn nào cần một chốn bình yên để đi về nghỉ ngơi sau những giờ làm việc, học tập mệt mỏi, xin liên hệ chủ nhà qua sđt: *** (chính chủ) 
Hiện còn:
• 3 phòng 2tr2: nằm ở tầng 2,3,4 ( có điều hòa )
• 1 phòng 3tr5: nằm ở tầng trệt, rộng 24m2 (có điều hòa, tủ lạnh )
 
Địa chỉ 96 Nguyễn Duy Trinh ( rẽ vào đường Hỏa Sơn 2 khoảng 30m), quận Ngũ Hành Sơn, Đà Nẵng 
Xin cảm ơn các bạn đã quan tâm. Thân ái!",2 ngày trước
176042916,132354661,cho thuê phòng trọ,2000000,2 triệu/tháng,20,Quận Cẩm Lệ,Phường Hòa An,"16.0436046,108.1698553","Dự án: 
Thông tin chi tiết: Cho thuê p trọ cách đại học duy tân 800 m khu phước lý",2 ngày trước
175673600,132037686,"Cho thuê phòng  trọ tầng trệt rông 45m2 -1pk, 1 pn 🌷Nội thất cơ bản",5000000,5 triệu/tháng,45,Quận Sơn Trà,Phường Thọ Quang,"16.1012727,108.254965","❤️❤️❤️CHO Thuê Phòng điều hoà.
 tầng trệt :gồm: 1PN, 1 pk,1wc,bếp….• Diện tích SD:45m2(5x9m)
💰giá 5 trphòng.
➡️phù hợp với  khách lưu trú ,đi công tác…..
➡️Điện nước theo đầu người-g☎️Phone: ***• nhà gần biển,núi Sơn Trà ,chùa linh ứng• Đầy đủ nội thất, trang thiết bị hiện đại• khu yên tĩnh, thoáng mát, sang trọng Giờ giấc tự do,(ko nhận khách Nn-cám ơn)….. địa chỉ đường thành vinh 3-Sơn Trà.Lh :",2 ngày trước
176037567,132349902,phòng full nội thất,5000000,5 triệu/tháng,35,Quận Thanh Khê,Phường Thạc Gián,"16.0630138,108.2087526","Dự án: 
Thông tin chi tiết: 🌟 CÒN *** 1 PHÒNG TẦNG 2 – DỌN VÀO ĐẦU THÁNG 6 🌟

📍 Khu vực Phan Thanh – vị trí cực tiện:

* Gần trường học, bệnh viện
* Cách siêu thị Aone, Go Mart chỉ vài phút
* Khu dân cư yên tĩnh, an ninh, phù hợp ở lâu dài

🏡 Phòng full nội thất, sạch sẽ, chỉ xách vali vào ở:
✔️ Giường, tủ, máy lạnh, nóng lạnh đầy đủ
✔️ Không gian thoáng, có cửa sổ đón ánh sáng tự nhiên
✔️ Khu vực riêng tư, yên tĩnh – nghỉ ngơi cực chill sau ngày dài

💡 Ưu điểm nổi bật:

* Ít phòng nên rất riêng tư, không ồn ào
* Hàng xóm văn minh, dễ chịu
* Phù hợp sinh viên, người đi làm, ở 1–2 người

🔥 Chỉ còn đúng 1 phòng – ai nhanh thì còn!
👉 Đầu tháng 6 dọn vào ngay

📞 Liên hệ giữ phòng: ***

💬 Tip nhỏ: Khu này phòng đẹp thường hết rất nhanh, nếu bạn đang tìm chỗ ở ổn định, tiện đi lại thì nên chốt sớm để giữ được phòng ưng ý nha!",3 ngày trước
176032649,132345578,"Cho thuê phòng ở 25m2, tầng 2, mặt tiền Hoàng Hoa Thám, Đà Nẵng.",4000000,4 triệu/tháng,25,Quận Thanh Khê,Phường Tân Chính,"16.0688703,108.2098566","Cho thuê phòng ở (23-25) m2, tầng 2, nhà mặt tiền Hoàng Hoa Thám; với Nam, độc thân, là CBNV, sinh viên...  Tối đa 02 người. Nội thất trống. 4 tr.đ/ tháng; Cọc (01-02) tháng, theo thời gian thuê; Thanh toán 03 tháng. LH: ĐT/ Zalo: ***.",3 ngày trước
175991200,132310109,Cho thuê căn hộ đường Đỗ Quang,5800000,"5,8 triệu/tháng",25,Quận Thanh Khê,Phường Vĩnh Trung,"16.0630096,108.2131865","Cho thuê căn hộ đầy đủ nội thất, đường Đỗ Quang, gần đại học Duy Tân, Sân Bay. Trung tâm Hải Châu, Thanh Khê. Liên hệ ***.",3 ngày trước
176023080,132337355,cho thuê phòng căn hộ nội thất đầy đủ,4200000,"4,2 triệu/tháng",30,Quận Cẩm Lệ,Phường Hòa An,"16.049198,108.1738597","Dự án: 
Thông tin chi tiết: Phòng ngay cổng phụ bến xe trung tâm.   ko chung chủ . 



Phòng căn hộ hai mặt thoáng dưới đất . Ngay cổng phụ bến xe trung tâm. Mặt tiền đường Lê Thạch. 
 Cho thuê đầu tháng 6 này. 
Thích họp ae tài xế . Sinh viên ở đc 3 đến 4 người",3 ngày trước
176021263,132335790,Phòng trọ cao cấp gần sân VĐ Hòa Xuân.,3500000,"3,5 triệu/tháng",20,Quận Cẩm Lệ,Phường Hòa Xuân,"16.0001284,108.2201821","Nội thất đẹp, đủ công năng, nhà vệ sinh, bếp, gác lững. có điều hòa, máy nước nóng, quạt treo tường.",3 ngày trước
174530773,131064296,"Trần Tấn, Liên Chiểu - Chỉ còn 1 phòng cho thuê mới xây, đẹp",3300000,"3,3 triệu/tháng",35,Quận Liên Chiểu,Phường Hòa Hiệp Nam,"16.1010422,108.1341215","Chính chủ cho thuê phòng trọ mới xây (chỉ còn 01 phòng), không chung chủ, tại Trần Tấn, quận Liên Chiểu, Đà Nẵng.
Khu vực thuận tiện di chuyển đến ĐH Bách Khoa, ĐH Sư Phạm, CĐ Kinh Tế.

Thông tin phòng:
- Diện tích: 35m²
- Có gác rộng, đẹp

- Phòng mới, sạch đẹp, thoáng mát
- Có cửa sổ, ánh sáng tự nhiên

Trang bị:
- Điều hòa
- Nước nóng lạnh
- Kệ chén
- Máy giặt chung
- Wifi mạnh

Tiện ích:
- Khu để xe rộng rãi
- Khu dân cư an ninh
- Phù hợp sinh viên hoặc gia đình nhỏ (tối đa 3 người lớn)

Chi phí:
- Giá thuê: 3.300.000đ/tháng
- Điện: 3.800đ/kWh
- Nước: 50.000đ/người
- Hợp đồng thuê 1 năm trở lên

📞 Liên hệ zalo chính chủ để xem phòng.",3 ngày trước
176014005,132329341,"Khu an ninh, thuận tiện di chuyển  gần biển, ga tàu",4390000,"4,39 triệu/tháng",20,Quận Thanh Khê,Phường Xuân Hà,"16.0711989,108.1942499","Dự án: 
Thông tin chi tiết: Full nội thất 
Đầu tháng 6 trống 
LH *** Kieu Tien để liên hệ xem phòng kẻo lỡ",3 ngày trước
176009252,132325827,Phòng trọ sau lưng bệnh viện 600 giường,2000000,2 triệu/tháng,20,Quận Ngũ Hành Sơn,Phường Khuê Mỹ,"16.0302205,108.2525802","Phòng trọ ngay sau lưng bệnh viện viện 600 giường, mặt tiền đường nhựa. Khu vực an ninh cao, có khu vực để xe riêng, camera an ninh.",4 ngày trước
176008822,132325065,Cho thuê chung cư mini tại Hoà Khánh gần cầu Ngã Ba Huế,4500000,"4,5 triệu/tháng",35,Quận Liên Chiểu,Phường Hòa Minh,"16.0630512,108.1658379","Dự án: 
Thông tin chi tiết: Cho thuê chung cư mini tại Hoà Minh gần cầu Ngã Ba Huế
Vị trí: đường Tô Hiệu

- Đầy đủ nội thất tủ lạnh điều hoà nóng lạnh bàn ghế

- Có thang máy

- Nhà xe
-Thanh toán linh hoạt 

- Giá thuê từ 4-4.7 triệu/ tháng 

Liên hệ *** để em được tư vấn thêm",4 ngày trước
176007111,132323689,Cho thuê phòng trọ,1500000,"1,5 triệu/tháng",13,Quận Liên Chiểu,Phường Hòa Minh,"16.0657336,108.1695504","Dự án: 
Thông tin chi tiết: 🏠Nhà gần trường ĐH, gần chợ
👍Không chung chủ, giờ giấc tự do
Ps: chỉ cho sv thuê",4 ngày trước
175985770,132305459,Căn hộ cho thuê mt lê duẩn TT Đà Nẵng,2700000,"2,7 triệu/tháng",30,Quận Hải Châu,Phường Hải Châu  I,"16.0710885,108.2214415","Tôi còn 1 phòng cho thuê ở lâu dài, chỉ cho một người thuê ưu tiên nữ, nvvp hoac sv, nhà mặt tiền lê duẩn dt 30 m2 đầy đủ tiện nghi gồm máy lạnh, giường, 1 tủ 3 cánh, 1 tủ 4 ngăn đựng đồ, tủ lạnh, quạt... giá thuê 2.7 triệu phòng, vui lòng liên hệ sdt trong chợ tốt.. cám ơn",4 ngày trước
175985935,132305524,"Cho thuê phòng nguyên tầng, ngủ bếp tách biệt",5500000,"5,5 triệu/tháng",40,Quận Hải Châu,Phường Hải Châu  I,"16.0710885,108.2214415","Dự án: 
Thông tin chi tiết: Cho thuê phòng nguyên tầng, ngủ bếp tách biệt
***",4 ngày trước
172556591,129354389,cho thuê phòng trọ,2300000,"2,3 triệu/tháng",16,Quận Hải Châu,Phường Thuận Phước,"16.0887725,108.2170944","Gân trường Duy Tân cơ sở Quang Trung,gần Trường Sư phạm kỹ Thuật,gần chợ Đống Đa,gần trung tâm hành chính,ko chung chủ,giờ giấc tự do
 Ko nhận người nước ngoài và xe điện",4 ngày trước
175544628,131927394,Phòng trọ khu vực  trung tâm thành phố,3000000,3 triệu/tháng,20,Quận Hải Châu,Phường Bình Thuận,"16.0562861,108.217152","Phòng trọ khu vực  trung tâm thành phố 442/35/2 Hoàng Diệu.
Có bếp riêng, WC riêng. Có ban công riêng
Chổ ở rộng rãi sạch sẽ . Vị trí cao không ngập nước
Có điều hoà, quạt  và bình nóng lạnh. Wifi miễn phí
Chổ để xe rộng rãi, Rác miễn phí
Giờ giấc tự do, có lối đi riêng ko ãnh hưỡng đến chủ
Khu vực an ninh",4 ngày trước
175992056,132310699,PHÒNG GÁC LỬNG CHO THUÊ NGAY NGÃ BA HUẾ,3900000,"3,9 triệu/tháng",20,Quận Cẩm Lệ,Phường Hòa An,"16.0482589,108.1754804","Phòng duplex giá rẻ cho thuê ngay ngã ba Huế
đường Nguyễn Như Hạnh
Đầy đủ nội thất , máy giặt riêng
giá 3tr9",4 ngày trước
175991906,132310582,PHÒNG TRỌ GIÁ RẺ CHO THUÊ NGAY TRUNG TÂM THÀNH PHỐ,4000000,4 triệu/tháng,20,Quận Thanh Khê,Phường Xuân Hà,"16.0705977,108.1947536","Căn hộ cho thuê ngay trung tâm
đường Đinh Tiên Hoàng
Ở được tối đa 3 bạn
Nội thất cơ bản, máy giặt chung",4 ngày trước
175062696,131516094,"Cho thuê căn hộ mới xây 100%, chưa bóc tem",4300000,"4,3 triệu/tháng",20,Quận Cẩm Lệ,Phường Hòa Xuân,"16.0049892,108.2235257","Cho thuê căn hộ mới xây 100%, chưa bóc tem, 22 Quách Thị Trang, Hòa xuân, gần ngay Võ Chí Công và đường 29/3, thuận tiện đi lại, rất an ninh và yên tĩnh,gần chợ và trường học . Các căn hộ studio đều full nội thất cao cấp, chưa qua sử dụng gồm: Điều hòa, máy giặt, bếp từ, máy nóng lạnh, bàn ghế, bếp và toilet riêng. Các căn hộ studio  đều có wifi riêng cực mạnh, có camera giám sát an ninh 24/7 và có gác  lửng xây đúc kiên cố, rộng cao và thoáng mát. Căn hộ chỉ còn lại 01 phòng giá 4,3 triệu/tháng. Ai có nhu cầu thì nên liên hệ buổi tối từ  19 giờ đến 22 giờ điện thoại hoặc zalo số ***.",4 ngày trước
175986409,132305886,cho thuê phòng trọ khu vực Khuê Mỹ,4500000,"4,5 triệu/tháng",30,Quận Ngũ Hành Sơn,Phường Khuê Mỹ,"16.0325571,108.2529084","Dự án: 
Thông tin chi tiết: Cho thuê phòng trọ kv Khuê Mỹ. Đầy đủ nội thất. Có thể ở 4 người",5 ngày trước
