source,title,price_text,area_m2,district,description,url,crawled_at
phongtro123,"Cho thuê phòng trọ diện tích 15m2, có gác lửng, toilet trong phòng, chỉ còn 1 phòng duy nhất giá ưu đãi",1.9 triệu/tháng,15,"Cẩm Lệ, Đà Nẵng","Cho thuê phòng trọ diện tích 15m2, có gác lửng, toilet trong phòng, chỉ còn 1 phòng duy nhất giá ưu đãi 1.9 triệu/tháng 15 m 2 Cẩm Lệ, Đà Nẵng Phòng trọ diện tích 15m2, có gác lửng, có đồng hồ điện, nước riêng. Không chung chủ.Toalet trong phòng. Khu an ninh, yên tĩnh sạch sẽ.Gần Mega Market, Trung… 2 tuần trước",https://phongtro123.com/tinh-thanh/da-nang/cho-thue-phong-tro-dien-tich-15m2-co-gac-lung-toalet-trong-phong.html,2026-05-15T11:06:27
phongtro123,CHO THUÊ PHÒNG TRỌ tại ĐC: 41/8/12 Đặng Thùy Trâm,2 triệu/tháng,20,"Hải Châu, Đà Nẵng","CHO THUÊ PHÒNG TRỌ tại ĐC: 41/8/12 Đặng Thùy Trâm 2 triệu/tháng 20 m 2 Hải Châu, Đà Nẵng CHO THUÊ PHÒNG TRỌPhòng ở thoáng mát, điện nước trả theo chỉ số đồng hồ. Nhà vệ sinh, chỗ nấu ăn riêng.ĐC: 41/8/12 Đặng Thùy Trâm-Đà Nẵng(Gần… 4 tuần trước",https://phongtro123.com/cho-thue-phong-tro-dc-41-8-12-dang-thuy-tram-pr686166.html,2026-05-15T11:06:27
phongtro123,"Cho thuê phòng trọ tại Đa Mặn 15 - Ngũ Hành Sơn, giá 2.1tr",2.1 triệu/tháng,20,"Ngũ Hành Sơn, Đà Nẵng","Cho thuê phòng trọ tại Đa Mặn 15 - Ngũ Hành Sơn, giá 2.1tr 2.1 triệu/tháng 20 m 2 Ngũ Hành Sơn, Đà Nẵng - Cho thuê phòng trọ tại Đa Mặn 15, giá 2.1tr- Phòng hiện cho thuê và trả vào ngày 30/04/2026- Vị trí: Nằm trong khu dân cư đông đúc, nhiều tiện ích: gần… 1 tháng trước",https://phongtro123.com/cho-thue-phong-tro-tai-da-man-15-ngu-hanh-son-gia-2-1tr-pr705076.html,2026-05-15T11:06:27
phongtro123,CHỈ CÒN 1 PHÒNG - FULL NỘI THẤT - NGAY TRUNG TÂM THÀNH PHỐ,3.8 triệu/tháng,25,"Thanh Khê, Đà Nẵng","CHỈ CÒN 1 PHÒNG - FULL NỘI THẤT - NGAY TRUNG TÂM THÀNH PHỐ 3.8 triệu/tháng 25 m 2 Thanh Khê, Đà Nẵng Địa chỉ: Phần Lăng 9, Thanh Khê Giá thuê: 3.800.000 VNĐ/tháng Diện tích: 25 m2 TIỆN ÍCH NỔI BẬT:Nội thất: Giường, nệm, tủ quần áo, máy lạnh, tủ… 1 tháng trước",https://phongtro123.com/chi-con-1-phong-full-noi-that-ngay-trung-tam-thanh-pho-2-pr705055.html,2026-05-15T11:06:27
phongtro123,"1 phòng duy nhất có sân thượng thoáng, full nội thất, gần 3 trường Đại học, chợ đầu mối, chỉ 5 tr",5 triệu/tháng,30,"Hải Châu, Đà Nẵng","1 phòng duy nhất có sân thượng thoáng, full nội thất, gần 3 trường Đại học, chợ đầu mối, chỉ 5 tr 5 triệu/tháng 30 m 2 Hải Châu, Đà Nẵng CHỈ CÓ 1 PHÒNG DUY NHẤT, NỘI THẤT ĐẦY ĐỦ, CÓ GÁC ĐỂ ĐỒ, SÂN THƯỢNG CỰC THOÁNG VÀ CHILL! Diện tích 30m2, có điều hoà, nóng lạnh, bếp từ, bàn… 1 tháng trước",https://phongtro123.com/1-phong-duy-nhat-co-san-thuong-thoang-full-noi-that-gan-3-truong-dai-hoc-cho-dau-moi-chi-5-tr-pr678502.html,2026-05-15T11:06:27
phongtro123,"KÝ TÚC XÁ THU NHỎ GẦN ĐẠI HỌC KIẾN TRÚC, ĐÔNG Á, NGOẠI NGỮ, GẦN CHỢ ĐẦU MỐ - 1.5…",1.55 triệu/tháng,50,"Hải Châu, Đà Nẵng","KÝ TÚC XÁ THU NHỎ GẦN ĐẠI HỌC KIẾN TRÚC, ĐÔNG Á, NGOẠI NGỮ, GẦN CHỢ ĐẦU MỐ - 1.5… 1.55 triệu/tháng 50 m 2 Hải Châu, Đà Nẵng Vị trí : 89 Hồ Nguyên Trừng, Hoà Cường Nam, Hải Châu, Đà Nẵng. . Trọn gói tất tần tật chỉ cần xách balo vào ở. ️‍ Tiện nghi : Phòng sạch sẽ,… 1 tháng trước",https://phongtro123.com/ky-tuc-xa-thu-nho-gan-dai-hoc-kien-truc-dong-a-ngoai-ngu-gan-cho-dau-mo-1-5-trieu-nguoi-baotron-pr662760.html,2026-05-15T11:06:27
phongtro123,CHO THUÊ PHÒNG MỚI XÂY XONG - 0368022331,3.5 triệu/tháng,20,"Liên Chiểu, Đà Nẵng","CHO THUÊ PHÒNG MỚI XÂY XONG - 0368022331 3.5 triệu/tháng 20 m 2 Liên Chiểu, Đà Nẵng CHO THUÊ PHÒNG MỚI XÂY XONG - 0368022331Địa chỉ: Nhà Trọ Lan Hương, 81b Đào Sư Tích, Liên Chiểu, Đà Nẵng 50612Khu vực Hoà Khánh,gần bến xe,kế bên đường… 1 tháng trước",https://phongtro123.com/cho-thue-can-ho-moi-xay-xong-0368022331-hoa-khanh-lien-chieu-da-nang-pr704764.html,2026-05-15T11:06:27
phongtro123,"CHO THUÊ PHÒNG MỚI XÂY CÓ CỬA SỔ VÀ BAN CÔNG, MÁY GIẶT RIÊNG",4.2 triệu/tháng,20,"Hải Châu, Đà Nẵng","CHO THUÊ PHÒNG MỚI XÂY CÓ CỬA SỔ VÀ BAN CÔNG, MÁY GIẶT RIÊNG 4.2 triệu/tháng 20 m 2 Hải Châu, Đà Nẵng CHO THUÊ PHÒNG TIỆN NGHI MỚI XÂY ( 15/4 có phòng )Đường Nguyễn Trác nối dài (K640 Trưng Nữ Vương, Hoà CườngĐà Nẵng.Phòng từ 20-25m2 có ban côngFull… 1 tháng trước",https://phongtro123.com/cho-thue-can-ho-moi-xay-co-cua-so-va-ban-cong-may-giat-rieng-2-pr704718.html,2026-05-15T11:06:27
phongtro123,"Cho thuê phòng số 79 Hoá Sơn 6, Đà Nẵng",3.5 triệu/tháng,15,"Hải Châu, Đà Nẵng","Cho thuê phòng số 79 Hoá Sơn 6, Đà Nẵng 3.5 triệu/tháng 15 m 2 Hải Châu, Đà Nẵng CHO THUÊ PHÒNG NGỦ FULL NỘI THẤT – ĐƯỜNG HÓA SƠN 6, ĐÀ NẴNGNhà đẹp, vào ở ngay – phù hợp gia đình, nhóm bạn hoặc chuyên gia làm việc tại Đà… 1 tháng trước",https://phongtro123.com/cho-thue-can-ho-so-79-hoa-son-6-da-nang-pr702397.html,2026-05-15T11:06:27
phongtro123,"PASS TRỌ GẤP Ạ, DO EM PHẢI VỀ QUÊ Ạ",1.8 triệu/tháng,20,"Liên Chiểu, Đà Nẵng","PASS TRỌ GẤP Ạ, DO EM PHẢI VỀ QUÊ Ạ 1.8 triệu/tháng 20 m 2 Liên Chiểu, Đà Nẵng ️️120/1 Nguyễn Lương Bằng,Liên Chiểu,Đà Nẵng GIÁ 2tr8 mà do mình về quê nên k tiếp tục ở nửa nên mình pass 1tr8 (có thể thương lượng lại) nhé và… 1 tháng trước",https://phongtro123.com/pass-tro-gap-a-do-em-phai-ve-que-a-pr704533.html,2026-05-15T11:06:27
phongtro123,Cho thue phòng trọ - Homestay full nội thất giá sinh viên,2.7 triệu/tháng,18,"Liên Chiểu, Đà Nẵng","Cho thue phòng trọ - Homestay full nội thất giá sinh viên 2.7 triệu/tháng 18 m 2 Liên Chiểu, Đà Nẵng Cho thue phong trọ - Homestay full nội thất, phong thoáng mát co ban công, co giặt giũ miễn phí. Giá từ 2tr5 den 3tr500 1 tháng trước",https://phongtro123.com/cho-thue-phong-tro-homestay-full-noi-that-gia-sinh-vien-pr700456.html,2026-05-15T11:06:31
phongtro123,"Phòng trọ lịch sự, an ninh cho nữ sinh viên, gần chợ Đống Đa, 102 Hải Hồ",1.8 triệu/tháng,16,"Hải Châu, Đà Nẵng","Phòng trọ lịch sự, an ninh cho nữ sinh viên, gần chợ Đống Đa, 102 Hải Hồ 1.8 triệu/tháng 16 m 2 Hải Châu, Đà Nẵng Phòng trọ cho sinh viên nữ thuê. Có toilet riêng, thoáng mát... Có chỗ để xe an toàn, sân trước nhà rộng, camera an ninh. Gần chợ Đống Đa 100m. Yêu cầu: Sạch… 1 tháng trước",https://phongtro123.com/phong-tro-an-ninh-cho-nu-sinh-vien-gan-cho-dong-da-102-hai-ho-pr315119.html,2026-05-15T11:06:31
phongtro123,Cho thuê phòng trong KĐT FPT Đà Nẵng,4 triệu/tháng,25,"Ngũ Hành Sơn, Đà Nẵng","Cho thuê phòng trong KĐT FPT Đà Nẵng 4 triệu/tháng 25 m 2 Ngũ Hành Sơn, Đà Nẵng GÓC CHO THUÊ CĂN HỘMình đang dư căn hộ 1 phòng ngủ tại Khu đô thị công nghệ FPT Đà Nẵng rộng rãi, có ban công thoáng mát – nội thất mới kengTiện… 1 tháng trước",https://phongtro123.com/cho-thue-can-ho-kdt-fpt-da-nang-pr703959.html,2026-05-15T11:06:31
phongtro123,"Cho thuê phòng riêng mới, khép kín, phòng khách + ngủ + bếp +WC giá 3- 3,5 triệu, kiệt rộng 5m",3.5 triệu/tháng,5,"Liên Chiểu, Đà Nẵng","Cho thuê phòng riêng mới, khép kín, phòng khách + ngủ + bếp +WC giá 3- 3,5 triệu, kiệt rộng 5m 3.5 triệu/tháng 29 m 2 Liên Chiểu, Đà Nẵng 0905003433: Cho thuê 2 phòng riêng biệt mới, mỗi phòng có đầy đủ không gian sinh hoạt riêng, phù hợp vợ chồng trẻ, người đi làm, gia đình nhỏ hoặc sinh… 1 tháng trước",https://phongtro123.com/09050033cho-thue-nha-rieng-moi-khep-kin-phong-khach-ngu-bep-wc-gia-3-3-5-trieu-kiet-rong-5m-pr703910.html,2026-05-15T11:06:31
phongtro123,"Cho thuê phòng trọ mới xây, đẹp – Trần Tấn, Liên Chiểu",3 triệu/tháng,25,"Liên Chiểu, Đà Nẵng","Cho thuê phòng trọ mới xây, đẹp – Trần Tấn, Liên Chiểu 3 triệu/tháng 25 m 2 Liên Chiểu, Đà Nẵng Chính chủ cho thuê phòng trọ mới xây, không chung chủ, tại Trần Tấn, quận Liên Chiểu, Đà Nẵng.Khu vực thuận tiện di chuyển đến ĐH Bách Khoa, ĐH Sư… 1 tháng trước",https://phongtro123.com/cho-thue-phong-tro-moi-xay-dep-tran-tan-lien-chieu-pr703083.html,2026-05-15T11:06:31
phongtro123,"Cho thuê phòng đường Núi Thành, Đà Nẵng",4 triệu/tháng,20,"Hải Châu, Đà Nẵng","Cho thuê phòng đường Núi Thành, Đà Nẵng 4 triệu/tháng 20 m 2 Hải Châu, Đà Nẵng Cho thuê phòng mới xây, diện tích 20m2, thiết bị vệ sinh Inax mới 100%, nội thất đầy đủ (điều hoà, nước nóng, tủ lạnh,…).Lối đi riêng, giờ giấc… 1 tháng trước",https://phongtro123.com/cho-thue-phong-duong-nui-thanh-da-nang-pr703020.html,2026-05-15T11:06:31
phongtro123,TRỌ TÔN ĐỨC THẮNG – LIÊN CHIỂU Địa chỉ: 505/1 Tôn Đức Thắng – Phòng số 20.Đầy đủ tiện…,3.5 triệu/tháng,25,"Liên Chiểu, Đà Nẵng","TRỌ TÔN ĐỨC THẮNG – LIÊN CHIỂU Địa chỉ: 505/1 Tôn Đức Thắng – Phòng số 20.Đầy đủ tiện… 3.5 triệu/tháng 25 m 2 Liên Chiểu, Đà Nẵng TRỌ TÔN ĐỨC THẮNG – LIÊN CHIỂU Địa chỉ: 505/1 Tôn Đức Thắng – Phòng số 20.Đầy đủ tiện nghi, có gác lửng – máy giặt, điều hoà, tủ… 2 tháng trước",https://phongtro123.com/tro-ton-duc-thang-lien-chieu-dia-chi-505-1-ton-duc-thang-phong-so-20-day-du-tien-nghi-co-g-pr702921.html,2026-05-15T11:06:31
phongtro123,Cho thuê phòng trọ Nguyễn Phước Nguyên mới xây mới hoàn toàn,3.5 triệu/tháng,18,"Thanh Khê, Đà Nẵng","Cho thuê phòng trọ Nguyễn Phước Nguyên mới xây mới hoàn toàn 3.5 triệu/tháng 18 m 2 Thanh Khê, Đà Nẵng Điện: 4k/kwNước: 50k/ngườiRác :20kPhòng ở thoải mái cho 2 người lớn.Thiết bị mới hoàn toàn.Máy lạnh inverter tiết kiệm điện,máy nước nóng… 2 tháng trước",https://phongtro123.com/cho-thue-can-ho-phong-tro-nguyen-phuoc-nguyen-moi-xay-moi-hoan-toan-pr702943.html,2026-05-15T11:06:31
phongtro123,"Cho thuê phòng trọ gần sân bay, ưu tiên nữ sinh viên duy tân",1.7 triệu/tháng,18,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ gần sân bay, ưu tiên nữ sinh viên duy tân 1.7 triệu/tháng 18 m 2 Hải Châu, Đà Nẵng cho thuê phòng trọ 1 người ở gần sân bay, ưu tiên nữ sinh viên duy tân.Giá chưa gồm điện nước và internet.Gọi số 0792723780 trước khi đến. 2 tháng trước",https://phongtro123.com/cho-thue-phong-tro-gan-san-bay-5-pr702779.html,2026-05-15T11:06:31
phongtro123,"CHO THUÊ PHÒNG TRỌ Khu vực Đại học Kiến trúc, Đông Á, Ngoại Ngữ",3.3 triệu/tháng,20,"Cẩm Lệ, Đà Nẵng","CHO THUÊ PHÒNG TRỌ Khu vực Đại học Kiến trúc, Đông Á, Ngoại Ngữ 3.3 triệu/tháng 20 m 2 Cẩm Lệ, Đà Nẵng Phòng diện tích 20m², có gác lửng, điều hoà, nước nóng, bếp.Có chỗ để xe riêng của phòng, phơi đồ.Khu vực xung quanh rộng rãi, mát mẻ, an ninh.Địa… 2 tháng trước",https://phongtro123.com/cho-thue-phong-tro-khu-vuc-dai-hoc-kien-truc-dong-a-ngoai-ngu-pr702424.html,2026-05-15T11:06:31
phongtro123,Cho thuê phòng trọ giá rẻ khu vực ngay chợ Non Nước,2 triệu/tháng,20,"Ngũ Hành Sơn, Đà Nẵng","Cho thuê phòng trọ giá rẻ khu vực ngay chợ Non Nước 2 triệu/tháng 20 m 2 Ngũ Hành Sơn, Đà Nẵng Cho thuê nhà ngay chợ Non Nước , gần nhiều trường đại học cao đẳng cho các bạn sinh viên như Đại học công nghệ thông tin và truyền thông Việt - Hàn ,… 2 tháng trước",https://phongtro123.com/cho-thue-phong-tro-gia-re-khu-vuc-ngay-cho-non-nuoc-pr593254.html,2026-05-15T11:06:31
phongtro123,Phòng trọ hẻm ngã ba đô quang lê đình lý,3.5 triệu/tháng,30,"Thanh Khê, Đà Nẵng","Phòng trọ hẻm ngã ba đô quang lê đình lý 3.5 triệu/tháng 30 m 2 Thanh Khê, Đà Nẵng Cho thuê phòng trọ k64/H02/26 Lê Đình Lý(gần cuối hẻm cụt), Thanh Khê, Đà Nẵng, gần đại học Duy Tân, chợ Tân LậpPhòng trọ có nhà vệ sinh riêng, điều… 2 tháng trước",https://phongtro123.com/phong-tro-hem-nga-ba-do-quang-le-dinh-ly-pr701858.html,2026-05-15T11:06:31
phongtro123,CHO THUÊ PHÒNG FULL NỘI THẤT GẦN NGÃ BA HUẾ,4 triệu/tháng,30,"Liên Chiểu, Đà Nẵng","CHO THUÊ PHÒNG FULL NỘI THẤT GẦN NGÃ BA HUẾ 4 triệu/tháng 30 m 2 Liên Chiểu, Đà Nẵng CĂN HỘ FULL NỘI THẤT GẦN NGÃ BA HUẾMỚI XÂY 100%---------------------------Vị trí: Hoà Phú 28, Hoà Minh, Liên Chiểu- Gần ĐH Duy Tân, ĐH sư phạm, ĐH FPT,… 3 tháng trước",https://phongtro123.com/cho-thue-can-ho-full-noi-that-gan-nga-ba-hue-pr701723.html,2026-05-15T11:06:31
phongtro123,Cho thuê phòng trọ sơn trà đà nẵng,3.3 triệu/tháng,28,"Sơn Trà, Đà Nẵng","Cho thuê phòng trọ sơn trà đà nẵng 3.3 triệu/tháng 28 m 2 Sơn Trà, Đà Nẵng - Phòng nội thất đầy đủ (giường, nệm, điều hoà, nước nóng lạnh, tủ quần áo, bàn ghế, máy giặt và bếp , khu vực phơi đồ rộng rãi tiện lợi)-… 3 tháng trước",https://phongtro123.com/cho-thue-phong-tro-can-ho-son-tra-da-nang-pr673815.html,2026-05-15T11:06:31
phongtro123,"Phòng trọ độc lập dạng nhà nguyên căn, có sân trước và sân sau riêng",3.1 triệu/tháng,35,"Cẩm Lệ, Đà Nẵng","Phòng trọ độc lập dạng nhà nguyên căn, có sân trước và sân sau riêng 3.1 triệu/tháng 35 m 2 Cẩm Lệ, Đà Nẵng Phòng trọ dạng nhà riêng, rộng thoáng có sân trước, và sân sau để phơi đồ ngoài trời riêng biệt, tránh mất trộm, có gác lửng đúc bê tông, không bao… 3 tháng trước",https://phongtro123.com/phong-tro-doc-lap-tu-do-co-san-truoc-va-san-sau-rieng-pr310998.html,2026-05-15T11:06:31
phongtro123,Cho thuê phòng trọ giá rẻ trong nhà nguyên căn,1.7 triệu/tháng,15.25,"Sơn Trà, Đà Nẵng","Cho thuê phòng trọ giá rẻ trong nhà nguyên căn 1.7 triệu/tháng 15.25 m 2 Sơn Trà, Đà Nẵng Phòng rộng từ 15 - 25 m2 , có cửa sổ thoáng mát , vệ sinh riêng , có giường nệm, bàn ghế tủ áo, quạt điện , có chổ nấu ăngần chơ , gần biển , an… 3 tháng trước",https://phongtro123.com/cho-thue-phong-tro-gia-re-trong-nha-nguyen-can-pr701186.html,2026-05-15T11:06:31
phongtro123,Cho thuê phòng full nội thất trung tâm quận hải châu đường hoàng diệu. Đà nẵng.,4.3 triệu/tháng,35,"Hải Châu, Đà Nẵng","Cho thuê phòng full nội thất trung tâm quận hải châu đường hoàng diệu. Đà nẵng. 4.3 triệu/tháng 35 m 2 Hải Châu, Đà Nẵng CHO THUÊ PHÒNG FULL NỘI THẤT , KHU TRUNG TÂM QUẬN HẢI CHÂU , GẦN CHỢ (20m). VÀ CÁC TRƯỜNG ĐẠI HỌC (500 m-1 km). Địa chỉ: 47 Hoàng Diệu, Hải Châu,… 3 tháng trước",https://phongtro123.com/cho-thue-phong-full-noi-that-trung-tam-quan-hai-chau-duong-hoang-dieu-da-nang-pr701178.html,2026-05-15T11:06:31
phongtro123,"Trung tâm, gần ĐH Kiến Trúc, ĐH ĐÔNG Á, ĐH Ngoại Ngữ",4 triệu/tháng,23,"Hải Châu, Đà Nẵng","Trung tâm, gần ĐH Kiến Trúc, ĐH ĐÔNG Á, ĐH Ngoại Ngữ 4 triệu/tháng 23 m 2 Hải Châu, Đà Nẵng CHO THUÊ PHÒNG TRỌ MỚI – TIỆN NGHI – VỊ TRÍ ĐẸPĐịa chỉ: 386/19 Núi ThànhLiên hệ: 0902 113 867Thông tin phòng:Diện tích: 15m², có gác lửng ⇒ ở… 3 tháng trước",https://phongtro123.com/trung-tam-gan-dh-kien-truc-dh-dong-a-dh-ngoai-ngu-2-pr701115.html,2026-05-15T11:06:31
phongtro123,"CHO THUÊ PHÒNG TRỌ ĐẦY ĐỦ TIỆN NGHI – RỘNG RÃI, THOÁNG MÁT – CHỈ CHO NỮ THUÊ",2 triệu/tháng,35,"Thanh Khê, Đà Nẵng","CHO THUÊ PHÒNG TRỌ ĐẦY ĐỦ TIỆN NGHI – RỘNG RÃI, THOÁNG MÁT – CHỈ CHO NỮ THUÊ 2 triệu/tháng 35 m 2 Thanh Khê, Đà Nẵng CHO THUÊ PHÒNG TRỌ ĐẦY ĐỦ TIỆN NGHI – RỘNG RÃI, THOÁNG MÁT – CHỈ CHO NỮ THUÊ* Địa chỉ: K249/100/4 Hà Huy Tập, Phường An Khê, Quận Thanh Khê, Đà… 3 tháng trước",https://phongtro123.com/cho-thue-phong-tro-day-du-tien-nghi-rong-rai-thoang-mat-chi-cho-nu-thue-thanh-khe-ang-pr701109.html,2026-05-15T11:06:31
phongtro123,"Cho thuê phòng trọ Đường Nguyễn Như Đãi, tổ 21 ,Phường Cẩm Lệ, TP Đà Nẵng.",1 triệu/tháng,22,"Cẩm Lệ, Đà Nẵng","Cho thuê phòng trọ Đường Nguyễn Như Đãi, tổ 21 ,Phường Cẩm Lệ, TP Đà Nẵng. 1 triệu/tháng 22 m 2 Cẩm Lệ, Đà Nẵng Cho thuê phòng trọ Đường Nguyễn Như Đãi, tổ 21, Phường Cẩm Lệ, TP Đà Nẵng.Phòng rộng 22m2, có gác lửngWc riêng, bếp , chỗ rửa chénkhu vực thoáng… 4 tháng trước",https://phongtro123.com/cho-thue-phong-tro-duong-nguyen-nhu-dai-to-21-phuong-cam-le-tp-da-nang-pr686489.html,2026-05-15T11:06:31
